Pitch No.,Pitcher,PitcherThrows,AutoPitchType,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"Frize, Drake",Right,Four-Seam,90.70452,-1.522208,-1.685828,2238.142692,199.111523,12:45,5.97257,1.78421,5.92154,-9.79623,24.41517,8.05012,3.74265,0.89014,82.071,-3.483065,-0.241293,0.420975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"Frize, Drake",Right,Curveball,76.52629,3.041059,-2.332025,2190.790873,40.374687,7:15,5.78822,1.7567,5.81157,-65.9757,-17.01237,-15.98052,3.12322,-1.74482,69.16969,-9.032878,-5.193184,0.503624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"Frize, Drake",Right,Four-Seam,89.81128,-4.495147,-3.932764,2137.399023,204.461006,12:45,6.03418,1.92541,5.98778,-12.17138,22.97218,9.87201,0.83514,-0.90275,81.35397,-6.873131,-2.164314,0.426672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"Frize, Drake",Right,Four-Seam,90.05958,-1.735691,-1.078298,2226.508701,190.253654,12:15,5.90138,1.8067,6.07156,-9.25575,25.36021,4.36445,3.5231,1.17244,81.24203,-3.612737,-0.292688,0.423457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Frize, Drake",Right,Four-Seam,90.39546,-1.720803,-1.833942,2254.26131,186.059689,12:15,5.9514,1.70045,6.12025,-8.32701,26.16919,2.64169,3.66524,0.22446,81.1128,-3.44255,-1.358323,0.422724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"Frize, Drake",Right,Four-Seam,90.10139,-2.111029,-2.712345,2169.638373,189.823184,12:15,5.88298,1.79144,6.16778,-8.37335,26.2697,4.32744,3.23215,-0.35523,81.00972,-3.838336,-1.933352,0.423623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"Frize, Drake",Right,Four-Seam,90.1569,-2.617246,-1.84469,2162.078804,187.539948,12:15,5.92779,1.63587,6.16426,-9.49225,24.92521,3.13772,2.71609,0.19269,81.52277,-4.530559,-1.279287,0.422241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"Frize, Drake",Right,Four-Seam,90.94197,-4.048896,-3.808976,2249.483317,198.721386,12:30,5.83905,1.59656,6.07849,-9.14741,25.05682,8.06426,1.3159,-1.26095,82.0656,-5.896228,-2.362241,0.420931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"Frize, Drake",Right,Four-Seam,90.15162,-1.888622,-2.074481,2259.28701,200.61891,12:45,5.88939,1.67659,6.31308,-10.88835,23.54474,8.37524,3.2405,0.46274,80.94338,-4.077161,-0.560929,0.422337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"Frize, Drake",Right,Curveball,77.64082,2.87159,-0.552243,2095.214072,37.611486,7:15,5.83762,1.59107,5.92014,-63.51976,-16.11426,-13.78619,3.2116,-0.07029,69.85627,-8.806814,-3.031027,0.495548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"Frize, Drake",Right,Changeup,81.31287,-0.149626,-3.137833,2256.116763,219.2595,1:15,5.7708,2.65425,6.25445,-23.08706,19.27245,14.48706,3.70869,0.9649,73.18226,-4.582429,-0.525075,0.468432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"Frize, Drake",Right,Changeup,81.52456,0.29972,-2.562695,2280.96143,233.222742,1:45,5.62626,2.61864,6.20781,-28.48309,13.52394,16.12505,3.5296,1.59541,73.73048,-5.088339,0.345979,0.466479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"Frize, Drake",Right,Four-Seam,89.81887,-4.619797,-3.306915,2082.137798,201.561864,12:45,5.83584,2.31592,6.10264,-11.58595,23.23899,8.70142,0.58131,-0.02075,81.67293,-6.887287,-1.74317,0.424734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"Frize, Drake",Right,Four-Seam,89.6824,-1.844186,-2.274771,2107.249603,202.894494,12:45,5.76274,2.6018,6.19056,-13.1669,21.58879,8.59658,2.96081,1.21676,81.02789,-4.42626,-0.72495,0.424311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"Frize, Drake",Right,Four-Seam,89.40364,-2.389912,-3.592186,2164.424307,195.820582,12:30,5.82193,2.4062,6.12797,-11.29434,23.9019,6.41276,2.66586,-0.3844,80.67105,-4.634712,-2.440145,0.426992,72.1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"Frize, Drake",Right,Four-Seam,90.09846,-3.326993,-1.773843,2078.667362,211.631425,1:00,5.72065,2.56026,6.22187,-14.69221,20.08009,11.53953,1.42134,1.88452,80.81792,-6.191035,0.309613,0.424412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"Frize, Drake",Right,Four-Seam,88.87969,-1.683559,-1.448217,2202.254587,218.310812,1:15,5.92797,1.66544,6.11799,-16.35017,19.4371,14.2752,3.00793,1.51576,79.6327,-4.858181,1.12443,0.430562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"Frize, Drake",Right,Four-Seam,89.20949,-3.148285,-2.781581,2261.535164,215.996969,1:15,5.82503,1.66869,6.13624,-14.9028,20.60029,13.98745,1.66692,0.26139,80.21231,-6.047784,-0.262729,0.428849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"Frize, Drake",Right,Four-Seam,89.435,-3.250641,-2.981994,2252.323341,208.612848,1:00,5.82767,1.55627,6.03649,-13.59745,21.7832,11.16623,1.67713,-0.27703,80.60666,-5.904804,-0.976104,0.428109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"Frize, Drake",Right,Four-Seam,88.55687,-3.246516,-3.650145,2229.99281,209.61715,1:00,5.85307,1.78561,5.98083,-14.60831,21.44525,11.45477,1.61693,-0.648,80.14767,-6.073339,-1.59675,0.432161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"Frize, Drake",Right,Four-Seam,88.43219,-0.768249,-0.980888,2033.024416,202.17928,12:45,5.7825,1.80769,6.06069,-13.90221,22.0284,8.45796,3.91276,1.60455,79.7053,-3.492219,0.541543,0.431423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"Frize, Drake",Right,Four-Seam,88.4296,-3.68247,-0.847875,1969.652115,215.595444,1:15,5.85865,1.85125,6.12576,-17.278,18.6093,12.40501,1.00951,2.10113,80.21034,-6.980925,1.389408,0.431163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"Frize, Drake",Right,Curveball,76.58656,3.072818,-0.435812,2236.20645,33.063854,7:00,5.92269,1.60938,5.89595,-67.07618,-18.51651,-13.19335,3.18881,0.10529,69.24629,-9.228753,-2.807318,0.501544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"Frize, Drake",Right,Four-Seam,89.1929,-3.591779,-2.258606,2191.841073,208.61976,1:00,5.98763,1.56811,6.02476,-12.87123,22.74497,11.68131,1.58135,0.44853,80.32768,-6.116295,-0.158779,0.429532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"Frize, Drake",Right,Changeup,81.47298,-1.695281,-3.62137,2300.414756,229.984739,1:45,5.78992,1.62174,6.36358,-25.21639,16.92454,18.27788,2.12483,-0.19227,73.40014,-6.507381,-0.317515,0.467222,83.36551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"Frize, Drake",Right,Four-Seam,89.91227,1.668401,-2.721522,2143.972429,249.026124,2:15,4.22307,2.67852,5.77876,-26.00123,9.30957,20.93954,3.61094,1.8892,80.65788,-3.213104,1.023364,0.427686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"Frize, Drake",Right,Four-Seam,88.59889,-0.037158,-1.935968,2132.004568,192.143819,12:30,5.83718,1.56697,6.13209,-9.64906,26.04557,5.33433,4.99872,0.22134,79.80162,-2.000084,-0.975308,0.430004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"Frize, Drake",Right,Four-Seam,89.41509,-3.621207,-1.510769,1946.085541,203.742724,12:45,5.86601,1.67591,6.20375,-14.09938,20.84651,8.62686,1.34277,0.99992,81.11732,-6.353046,0.046324,0.42547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"Frize, Drake",Right,Curveball,75.88382,3.104635,-0.580818,2144.48725,30.46846,7:00,5.77758,1.63832,5.64028,-68.30846,-18.50418,-11.9193,2.98456,0.10318,68.81961,-9.354978,-2.713234,0.507931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"Frize, Drake",Right,Curveball,76.52584,1.919225,-1.003179,2226.322868,25.684593,6:45,5.79011,1.69515,6.08188,-68.46638,-20.11722,-10.52099,1.8612,-0.10984,69.35779,-10.650299,-2.9042,0.500456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"Frize, Drake",Right,Four-Seam,89.71795,-2.03025,-2.581856,1894.252862,190.074588,12:15,5.81797,1.53608,6.26566,-10.33504,24.22777,4.09158,3.08213,-0.50504,81.24586,-4.098522,-1.843762,0.423132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"Frize, Drake",Right,Curveball,76.31654,1.802025,-1.793991,2186.97098,30.097757,7:00,5.80183,1.72612,5.88913,-66.8324,-18.05103,-11.4491,1.90715,-0.89437,69.48223,-10.413127,-3.852634,0.502688,45.74464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"Frize, Drake",Right,Curveball,74.16406,5.109876,0.46592,2186.913539,33.698175,7:00,5.78175,1.71187,5.74423,-70.63649,-18.19773,-13.44209,4.66601,1.02552,66.48645,-7.839227,-1.937458,0.521192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"Frize, Drake",Right,Curveball,75.31629,3.692771,-1.065728,2240.162173,31.477909,7:00,5.74282,1.60854,5.7919,-70.04,-19.35899,-13.01131,3.34679,-0.46726,67.79644,-9.137324,-3.397636,0.512382,101.38617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"Frize, Drake",Right,Curveball,75.7682,3.030835,-0.931321,2123.808732,34.705697,7:15,5.74836,1.72213,5.7296,-68.37102,-18.29383,-13.94646,2.87658,-0.30754,68.38961,-9.473088,-3.429808,0.509321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"Frize, Drake",Right,Four-Seam,88.74875,-2.120458,-1.827528,1796.610812,190.354682,12:15,5.83714,1.62042,6.13961,-13.42221,22.03702,3.80217,2.75699,0.24769,80.45114,-4.740928,-1.142542,0.428584,77.86394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"Frize, Drake",Right,Curveball,76.75415,3.452102,-0.419841,2238.138353,28.619792,7:00,5.79323,1.65005,5.89089,-66.28098,-17.66194,-10.63741,3.47921,0.37376,68.9514,-8.728055,-2.330593,0.501851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"Frize, Drake",Right,Curveball,75.57109,5.252558,-0.434508,2165.470279,23.604136,6:45,5.86266,1.74099,5.91741,-72.09209,-22.2584,-10.49249,4.74363,0.46335,68.22967,-7.959111,-2.316691,0.508081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"Frize, Drake",Right,Curveball,74.55296,3.721816,-0.813016,2221.608027,14.956668,6:30,5.86635,1.6447,5.87862,-72.92807,-21.84163,-6.30886,3.25089,0.36382,67.71513,-9.621863,-1.946585,0.514428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"Frize, Drake",Right,Four-Seam,89.41894,-3.243359,-3.674485,2251.364531,197.481632,12:30,5.89377,1.35363,6.11465,-9.13595,25.84576,7.76374,2.12412,-1.40163,81.28767,-5.082227,-2.280414,0.425688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"Frize, Drake",Right,Four-Seam,89.52293,-3.493416,-3.453455,2208.185998,210.646335,1:00,5.79491,1.78796,6.04254,-11.27445,23.80812,13.37639,1.61093,-0.29876,81.20686,-5.71816,-1.052258,0.426302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"Frize, Drake",Right,Four-Seam,89.88795,-2.68163,-2.818341,2228.74019,199.924051,12:45,5.81149,1.68313,6.11848,-8.98985,25.56403,8.83882,2.57816,-0.18817,81.62439,-4.496681,-1.228528,0.423077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"Frize, Drake",Right,Four-Seam,90.61389,-3.187229,-3.163779,2207.35172,196.584599,12:30,5.86267,1.60689,6.35771,-7.79874,26.01041,7.395,2.27176,-0.69175,82.13117,-4.793671,-1.828602,0.418493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"Frize, Drake",Right,Four-Seam,90.42028,-2.764776,-3.79629,2231.465938,196.659332,12:30,5.85897,1.46138,6.14891,-8.28272,26.01568,7.4226,2.60638,-1.43314,81.79969,-4.459381,-2.462988,0.42151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"Frize, Drake",Right,Four-Seam,89.00937,-2.524956,-2.117411,2187.123481,203.976126,12:45,5.82113,1.71367,6.20839,-10.52438,25.11541,10.55237,2.61046,0.63777,79.61689,-4.657635,-0.21422,0.429674,80.4434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"Frize, Drake",Right,Four-Seam,88.95166,-2.287952,-2.69495,2128.805065,207.100966,1:00,5.79852,1.70168,6.06752,-11.72024,23.98604,11.5928,2.70095,0.17184,79.95561,-4.620519,-0.610827,0.430074,64.86252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"Frize, Drake",Right,Changeup,81.59596,-0.3898,-3.300846,2300.856529,218.541911,1:15,5.76753,1.59488,6.25438,-21.83281,20.63367,15.10217,3.58805,-0.19402,72.77338,-4.619625,-0.577719,0.469023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"Frize, Drake",Right,Changeup,81.89697,-2.232362,-2.81409,2281.346014,204.191909,12:45,5.7589,1.52075,6.41212,-18.68446,22.80033,9.56004,2.14581,-0.27206,73.95423,-5.858673,-1.084136,0.46357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"Frize, Drake",Right,Four-Seam,90.37991,-3.828612,-2.067548,2158.627614,197.97111,12:30,5.96193,1.42838,6.2989,-11.763,22.52706,6.89465,1.44635,0.09702,81.52179,-6.153587,-0.821813,0.421459,62.14662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"Frize, Drake",Right,Curveball,78.0597,2.431094,-1.211345,2153.141981,19.045894,6:45,5.91146,1.64689,5.88451,-66.31082,-18.53985,-7.10394,2.64507,-0.07019,69.19758,-9.775854,-2.488661,0.497455,89.59441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"Frize, Drake",Right,Curveball,75.57706,2.083593,-0.444699,2162.663561,29.923862,7:00,5.84682,2.66742,5.85097,-70.80441,-19.99296,-12.71768,1.88353,1.19437,67.46114,-10.90992,-2.733524,0.513041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"Frize, Drake",Right,Four-Seam,89.02103,-2.074041,-2.522538,2164.648882,203.425532,12:45,5.92609,2.65004,6.1489,-10.88319,24.8606,10.16564,3.09996,1.16474,79.51856,-4.27404,-0.691982,0.4303,68.3847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"Frize, Drake",Right,Four-Seam,89.97745,-1.730088,-3.052969,2257.051968,224.198699,1:30,5.93379,2.53096,6.102,-16.12261,18.96182,17.09977,2.9874,1.1297,80.35271,-4.866154,0.02362,0.426313,82.61555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"Frize, Drake",Right,Four-Seam,88.50201,-3.762526,-1.124516,2094.276599,185.768022,12:15,5.95455,1.73941,6.10139,-9.04599,27.19746,2.60335,1.7152,0.91619,79.2481,-5.620467,-0.655765,0.433297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"Frize, Drake",Right,Four-Seam,89.61554,-2.104574,-2.262285,2204.933366,188.130025,12:15,5.90241,1.80925,5.9448,-8.23371,27.39175,3.71067,3.26166,0.01888,79.84354,-3.82532,-1.596759,0.429587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"Frize, Drake",Right,Four-Seam,90.36699,-4.072572,-2.421166,2125.723258,185.913276,12:15,5.99236,1.60165,5.98361,-8.03914,27.02061,2.65327,1.53772,-0.42282,80.7341,-5.742221,-1.94513,0.426163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"Frize, Drake",Right,Four-Seam,90.78485,-2.826462,-1.061165,2136.045565,189.227347,12:15,5.93001,1.66937,6.05903,-9.14878,25.32584,3.89488,2.54884,1.01161,81.14834,-4.698017,-0.360288,0.422592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
