Pitch No.,Pitcher,PitcherThrows,AutoPitchType,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"Frize, Drake",Right,Four-Seam,90.72285,-0.003416,-1.856054,2231.728439,186.031037,12:15,5.60021,1.97738,6.04428,-9.86394,24.77474,2.47303,4.77505,0.46453,80.59675,-2.023688,-1.411399,0.423596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"Frize, Drake",Right,Four-Seam,90.32654,-2.974134,-3.193739,2266.141154,188.847718,12:15,5.48224,2.06698,6.30455,-12.57119,21.91328,3.20618,1.68798,-0.61114,81.07192,-5.458454,-2.615409,0.422652,107.14554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"Frize, Drake",Right,Four-Seam,91.66853,-2.930063,-1.903566,2194.240842,199.012122,12:45,5.66513,0.66597,5.82955,-11.53686,22.09198,7.21107,1.97621,-0.50322,83.16814,-5.184045,-0.611855,0.417376,77.92861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"Frize, Drake",Right,Curveball,77.61284,2.148912,0.568577,2099.945712,22.933085,6:45,5.37476,1.48419,5.88077,-65.58948,-17.92371,-8.36678,1.9056,1.31498,69.68118,-9.894701,-0.937228,0.496907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"Frize, Drake",Right,Curveball,77.6688,1.888719,-0.104868,2141.455273,35.647153,7:15,5.42436,1.081,5.89428,-62.8498,-15.59351,-12.43079,1.94104,-0.05226,70.18756,-9.644995,-2.34216,0.494768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"Frize, Drake",Right,Four-Seam,92.59005,-3.909462,-2.664461,2222.417691,203.682953,12:45,5.59609,0.79664,6.33377,-13.40146,19.3767,7.95107,0.87018,-0.99584,83.24002,-6.526944,-1.227367,0.412063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Frize, Drake",Right,Four-Seam,91.40413,-2.469154,-0.494527,2231.42051,206.324266,1:00,5.54337,0.82302,5.71758,-12.77808,21.52088,10.00603,2.177,1.19619,82.04951,-4.965739,1.295523,0.421514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Frize, Drake",Right,Curveball,78.95969,1.318769,-0.013973,2206.953033,27.449724,7:00,5.43494,1.20973,5.68443,-66.13594,-19.76753,-11.19768,1.15303,0.26357,71.09755,-10.748349,-2.024635,0.490098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"Frize, Drake",Right,Curveball,79.37945,0.778617,-0.601573,2262.020427,24.025443,6:45,5.49434,1.04427,5.67208,-64.12251,-18.62418,-9.0265,0.87678,-0.26881,72.15115,-10.888411,-2.222095,0.485478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"Frize, Drake",Right,Four-Seam,91.53444,-2.16506,-1.035965,2123.001783,212.593866,1:00,5.65973,1.15159,5.63297,-15.85206,18.0982,10.82331,2.31748,1.0869,83.02976,-5.182858,0.897517,0.419366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"Frize, Drake",Right,Curveball,76.19899,5.56509,2.003935,2060.219722,25.014553,6:45,5.48576,1.17883,5.69397,-71.7339,-22.11352,-11.16012,4.71367,2.11707,68.4786,-7.531532,0.012136,0.506992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"Frize, Drake",Right,Four-Seam,89.53649,-0.845453,-0.121364,2011.845249,205.264505,12:45,5.48725,1.29559,5.95082,-13.72934,21.23446,9.46713,3.55899,1.97196,81.22817,-3.51258,1.579519,0.42558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"Frize, Drake",Right,Four-Seam,89.57414,-2.015986,-2.591244,2256.48175,196.179742,12:30,5.43351,1.13471,6.05457,-10.53733,24.59997,6.76579,2.68668,-0.70162,80.66452,-4.128431,-1.375336,0.426634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"Frize, Drake",Right,Four-Seam,89.7341,-1.710183,-1.550658,2263.360461,201.161597,12:45,5.47057,1.07603,6.39901,-10.68363,23.91911,8.76166,3.00653,0.37982,80.58955,-3.866601,0.036123,0.423376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"Frize, Drake",Right,Four-Seam,89.55031,-1.698828,-1.606368,2279.115764,198.026199,12:30,5.45604,1.08551,6.47176,-10.41461,24.13954,7.44772,3.02699,0.23058,80.6405,-3.803589,-0.255802,0.423079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"Frize, Drake",Right,Curveball,77.24282,2.840289,0.43573,2205.093549,29.793995,7:00,5.38973,1.2877,5.49013,-68.54386,-19.57985,-12.31717,2.33701,0.66889,69.14945,-9.660344,-1.763611,0.503628,99.71624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"Frize, Drake",Right,Curveball,76.78407,1.349638,0.404634,2114.272133,35.401721,7:15,5.50422,1.31618,5.5882,-66.6483,-17.47485,-13.76009,1.2107,0.54734,69.21372,-10.79988,-2.061031,0.504704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"Frize, Drake",Right,Four-Seam,89.97087,-1.274457,-1.761993,2293.781546,209.839386,1:00,5.49496,1.1107,6.42533,-12.14138,22.28387,12.04375,3.31101,0.4943,80.68484,-3.698898,0.420317,0.422289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Frize, Drake",Right,Curveball,76.68895,2.342334,0.698746,2099.396403,34.489411,7:15,5.47514,1.34948,5.60566,-69.09724,-19.64603,-14.83914,1.90489,0.76516,68.76598,-10.275771,-1.958931,0.506127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Frize, Drake",Right,Curveball,77.61753,2.650758,0.361336,2172.844505,34.360044,7:15,5.43109,1.37006,5.72985,-66.12106,-18.36891,-13.78505,2.39144,0.55782,69.89489,-9.449553,-2.111034,0.497356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"Frize, Drake",Right,Four-Seam,89.87999,-1.272651,-1.26508,2294.154351,200.177754,12:45,5.62319,1.22102,6.24625,-11.56638,23.56726,8.13126,3.48511,0.73169,79.67827,-3.613948,0.203577,0.426612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"Frize, Drake",Right,Four-Seam,88.48647,-1.496299,-1.147079,2037.051478,194.792222,12:30,5.36579,1.1382,6.20138,-12.76989,22.64828,5.6687,2.91987,0.55163,80.42887,-4.000106,-0.124025,0.428336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Frize, Drake",Right,Changeup,82.20231,-0.765459,-1.634723,2238.262644,224.502196,1:30,5.31022,1.22819,5.94377,-26.72037,15.01024,13.30009,2.37319,0.81983,74.39949,-5.802724,0.755008,0.464942,84.96814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Frize, Drake",Right,Curveball,74.8694,4.244018,2.446616,2108.787671,42.106481,7:30,5.35457,1.08678,5.64915,-67.66185,-16.27241,-16.40001,3.68533,2.00345,67.43021,-8.130446,-0.480969,0.515951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Frize, Drake",Right,Curveball,74.49399,3.204585,0.838506,2197.860002,23.209212,6:45,5.42247,1.3664,5.76856,-73.68417,-21.67446,-10.1578,2.26779,1.3003,66.90575,-10.285256,-0.984994,0.519055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"Frize, Drake",Right,Four-Seam,88.31425,-3.816284,-1.391859,2216.001277,191.772903,12:30,5.41604,1.34433,6.12486,-12.50324,23.56497,4.63626,0.84009,0.44381,79.81626,-6.271752,-0.556423,0.432249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"Frize, Drake",Right,Four-Seam,89.17562,-1.176375,-0.78876,2173.664048,182.098466,12:00,5.39034,1.17511,6.21221,-12.48387,22.75804,0.7865,3.26413,0.51269,80.14611,-3.652932,-0.646782,0.427269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"Frize, Drake",Right,Four-Seam,89.14577,-2.674928,-0.638436,2267.197902,194.346376,12:30,5.44024,1.28268,6.2219,-12.70418,22.5723,5.43957,1.91145,1.14687,80.28778,-5.180647,0.343905,0.427478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"Frize, Drake",Right,Curveball,75.86667,2.356488,1.870975,2234.390003,16.863473,6:30,5.40826,1.30616,5.4553,-72.08323,-21.56336,-7.11162,1.60961,2.46553,68.51087,-10.735345,0.601154,0.511567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"Frize, Drake",Right,Curveball,76.05673,0.661733,0.389708,2246.797365,13.741135,6:30,5.33203,1.26106,6.01208,-70.59693,-21.32096,-5.66969,0.062,1.1496,68.89879,-12.257145,-0.636573,0.50523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"Frize, Drake",Right,Four-Seam,89.83501,-2.75087,-2.041956,2221.291256,206.868036,1:00,5.46068,0.89937,6.42883,-12.71461,21.87761,10.41922,1.86928,-0.10989,80.66694,-5.27113,-0.15422,0.423312,80.96959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Frize, Drake",Right,Four-Seam,90.50248,-1.564155,-0.616019,2262.345321,201.310926,12:45,5.48349,0.92449,6.21257,-12.52694,21.813,8.00201,2.99564,1.02281,81.08965,-4.047803,0.828781,0.421766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"Frize, Drake",Right,Four-Seam,89.94317,-4.714766,-2.375077,2188.065085,198.05528,12:30,5.42071,0.80724,6.31531,-13.19225,21.47926,6.58181,-0.03484,-0.83313,81.26346,-7.28843,-1.185601,0.423797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"Frize, Drake",Right,Curveball,75.48804,2.816923,-0.208824,2166.076731,29.10034,7:00,5.45404,1.02109,5.44228,-71.53933,-20.1245,-12.33635,2.13208,-0.20247,67.62976,-10.212378,-2.410206,0.516078,87.40144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"Frize, Drake",Right,Four-Seam,90.61088,-3.041867,-4.082879,2192.905431,208.964894,1:00,5.8408,2.33964,6.23709,-12.45241,21.75454,11.34764,1.98719,-0.48757,81.72664,-5.49348,-2.040938,0.420948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"Frize, Drake",Right,Changeup,83.26309,-0.926885,-3.738528,2359.249009,216.886062,1:15,5.77255,2.54761,6.1777,-20.22182,20.17674,14.06485,3.22949,0.26211,75.24258,-4.812082,-1.207973,0.457461,94.92973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Frize, Drake",Right,Changeup,83.00238,-0.389889,-3.266373,2335.929631,226.436792,1:30,5.71502,2.85173,6.33665,-23.53942,16.85745,16.2156,3.39382,1.19221,74.96682,-4.8893,-0.336897,0.457452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"Frize, Drake",Right,Four-Seam,89.78092,-1.321787,-3.37422,2202.633232,196.569139,12:30,5.81309,2.66243,6.17369,-11.2441,23.53241,6.63304,3.65293,0.09512,80.96971,-3.561592,-2.181069,0.424438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"Frize, Drake",Right,Four-Seam,89.89278,-1.202606,-2.385198,2150.096999,198.206545,12:30,5.78187,2.58323,6.31072,-12.81879,21.61501,6.70961,3.60466,0.94382,81.15029,-3.729362,-1.173152,0.422342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"Frize, Drake",Right,Four-Seam,89.47284,-1.42236,-3.412311,2116.71833,197.527612,12:30,5.82737,2.4606,6.36389,-12.3493,22.09289,6.62205,3.48669,-0.13159,81.47131,-3.847207,-2.216847,0.422393,71.53074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"Frize, Drake",Right,Curveball,77.90073,1.085475,-2.548675,2149.206191,16.538576,6:30,5.72722,2.58325,6.23258,-66.59311,-20.16974,-6.48548,1.18035,-0.31011,70.774,-11.142415,-3.72294,0.490388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"Frize, Drake",Right,Four-Seam,89.61068,-3.24372,-2.514445,1979.927741,199.839035,12:45,5.74035,2.70325,6.20379,-12.00457,22.81678,7.78611,1.73967,1.02957,81.15414,-5.60648,-1.110894,0.424712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"Frize, Drake",Right,Four-Seam,89.43588,-1.790217,-2.678815,1918.075979,210.512039,1:00,5.84204,1.46868,6.21524,-17.87966,16.79839,9.22339,2.69756,-0.23673,81.46701,-5.202705,-1.015413,0.423837,66.40323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"Frize, Drake",Right,Changeup,82.7094,-3.824522,-3.852865,2297.167593,234.381374,1:45,5.65038,1.66946,6.65973,-26.5947,13.70934,17.13347,-0.0789,-0.43393,75.30733,-8.849217,-0.736548,0.456926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"Frize, Drake",Right,Four-Seam,88.91492,-3.128771,-2.501232,2007.479109,220.688958,1:15,5.9056,1.52554,6.04457,-20.0893,15.29395,12.13024,1.32904,0.21913,81.13548,-6.915629,-0.318663,0.428125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"Frize, Drake",Right,Four-Seam,90.44971,-2.393967,-3.24984,1963.985201,202.502895,12:45,5.91696,1.58358,6.16807,-12.17737,21.74859,8.55197,2.686,-0.70887,82.52667,-4.7698,-1.710902,0.419216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"Frize, Drake",Right,Curveball,79.10364,2.010145,-1.229545,2212.49668,27.413619,7:00,5.82743,1.63286,5.79482,-64.83472,-19.07296,-10.75977,2.29562,-0.40771,71.52803,-9.840518,-3.161484,0.486881,80.68719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"Frize, Drake",Right,Curveball,77.16372,2.761901,-1.359163,2174.146008,20.584774,6:45,5.88311,1.67131,5.8655,-67.95984,-20.26044,-8.22965,2.78827,-0.27738,70.12819,-9.665034,-2.837673,0.497082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"Frize, Drake",Right,Four-Seam,90.07993,-1.80627,-1.32211,2267.478189,192.468992,12:30,5.91692,1.45943,6.06484,-10.03284,24.47686,5.1474,3.40814,0.66454,81.52007,-3.815149,-0.395809,0.422807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Frize, Drake",Right,Four-Seam,89.38742,-0.304914,-2.294408,2255.177104,201.985939,12:45,6.0068,1.51709,6.20109,-12.75119,22.31879,8.50004,4.6625,0.10626,80.36126,-2.829302,-0.761935,0.426225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Frize, Drake",Right,Four-Seam,89.62665,-1.748769,-2.611958,2218.621555,193.879569,12:30,5.83693,1.57365,6.16006,-10.09516,24.68434,5.80032,3.37789,-0.35771,81.08971,-3.774401,-1.567671,0.424457,75.73195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"Frize, Drake",Right,Curveball,78.59022,2.907486,-1.22883,2216.500645,34.143977,7:15,5.95363,1.57263,5.84302,-64.09063,-17.67076,-13.16209,3.31784,-0.66643,70.73428,-8.845755,-3.590907,0.490369,68.43774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Frize, Drake",Right,Four-Seam,89.5309,-4.152037,-2.628922,2146.884158,206.283655,1:00,5.92106,1.66624,5.96461,-12.23753,23.10686,10.77442,1.04045,0.12471,80.96693,-6.547216,-0.695304,0.427889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Frize, Drake",Right,Four-Seam,88.1,-1.772197,-1.517771,2170.377419,210.034782,1:00,5.95507,1.86395,5.71384,-14.27733,22.46214,12.21603,3.11315,1.46761,79.414,-4.546363,0.666655,0.436252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"Frize, Drake",Right,Curveball,77.49756,2.138521,-1.286524,2204.357589,36.205744,7:15,5.82845,1.77396,5.62463,-65.81074,-17.94969,-14.38717,2.3413,-0.62574,70.30883,-9.848812,-3.860388,0.497923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"Frize, Drake",Right,Four-Seam,88.9525,-2.145845,-1.524882,2172.153292,211.130471,1:00,5.89418,1.86603,6.05858,-14.52847,21.2021,11.99426,2.69561,1.45376,79.90464,-4.982263,0.634008,0.430221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"Frize, Drake",Right,Four-Seam,89.3006,-1.987179,-2.041342,2079.92453,204.854804,12:45,5.89837,1.78602,5.97157,-12.7502,22.60017,9.88564,2.99156,0.71642,80.66225,-4.487865,-0.266005,0.427926,92.68058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
